,id,anchor,target,context,score,input
3109,8e33e4b77f4db0dd,battery cell assembly,coin flip,F28,0.0,battery cell assembly
3110,dc9245081d5f66da,battery cell assembly,coin shaped lithium battery,F28,0.5,battery cell assembly
3111,51c1519c47d73898,battery cell assembly,configuration,F28,0.0,battery cell assembly
3112,084747de0e5c6875,battery cell assembly,configuration including,F28,0.0,battery cell assembly
3113,b798c72b082d2260,battery cell assembly,electrochemical cell assembly,F28,0.75,battery cell assembly
3114,a6cd647187637235,battery cell assembly,electrochemical unit,F28,0.5,battery cell assembly
3115,075aa525d34a1e42,battery cell assembly,electromechanical apparatus,F28,0.5,battery cell assembly
3116,2e8ae54bb9261f95,battery cell assembly,electromechanical assembly,F28,0.5,battery cell assembly
3117,eb278bb56c6725c9,battery cell assembly,electromechanical communication apparatus,F28,0.25,battery cell assembly
3118,4c04c8dd3d3f3dad,battery cell assembly,electromechanical communication assembly,F28,0.25,battery cell assembly
3119,ce04be875509bc81,battery cell assembly,electromechanical electronic apparatus,F28,0.5,battery cell assembly
3120,f209ca40f1ada8c8,battery cell assembly,electromechanical electronic assembly,F28,0.5,battery cell assembly
3121,43a31a2a38ee30ee,battery cell assembly,electronic apparatus,F28,0.25,battery cell assembly
3122,f440564cda4b28b8,battery cell assembly,electronic assembly,F28,0.5,battery cell assembly
3123,c31204deb7304380,battery cell assembly,electronic communication apparatus,F28,0.25,battery cell assembly
3124,17462c5157f374ab,battery cell assembly,electronic communication assembly,F28,0.25,battery cell assembly
3125,93a8e1cc387be3d6,battery cell assembly,flow cell assembly,F28,0.5,battery cell assembly
3126,8de90761d9fe6da7,battery cell assembly,heat exchanger,F28,0.25,battery cell assembly
3127,522c1551cb8dbf4a,battery cell assembly,human cell,F28,0.0,battery cell assembly
3128,de9fcbf732f5f174,battery cell assembly,improved electromechanical communication apparatus,F28,0.25,battery cell assembly
3129,7c988d0e76c4ecff,battery cell assembly,li ion assembly,F28,0.75,battery cell assembly
3130,2f11d4b58bbc013f,battery cell assembly,lithium ion battery packs,F28,0.75,battery cell assembly
3131,5c38f7aa471f6c24,battery cell assembly,portable power connections,F28,0.25,battery cell assembly
3132,73d1af02f91b7beb,battery cell assembly,positive and negative terminal,F28,0.5,battery cell assembly
3133,c9380f8712773330,battery cell assembly,power bank,F28,0.25,battery cell assembly
3134,22b700f5617b1878,battery cell assembly,rechargeable storage cell,F28,0.5,battery cell assembly
3135,626619a3f83d7f37,battery cell assembly,sealed electrochemical cell,F28,0.5,battery cell assembly
3136,760592f3c3c5b7c8,battery cell assembly,solar cell assembly,F28,0.5,battery cell assembly
3137,af9d3dfad510bfe0,battery cell assembly,structure including,F28,0.0,battery cell assembly
3138,0d6a74972678ce69,battery cell assembly,assembly cell,H01,0.5,battery cell assembly
3139,6d313874693178b4,battery cell assembly,assembly language,H01,0.0,battery cell assembly
3140,09780d2642451395,battery cell assembly,batteries cells are different,H01,0.5,battery cell assembly
3141,478ea4829345afe8,battery cell assembly,battery,H01,0.5,battery cell assembly
3142,ba88366602515a71,battery cell assembly,battery are differ,H01,0.5,battery cell assembly
3143,11102b800a898813,battery cell assembly,battery are different,H01,0.5,battery cell assembly
3144,6712879432d3292f,battery cell assembly,battery assembly,H01,0.75,battery cell assembly
3145,a60977ffbd8724f3,battery cell assembly,battery cell,H01,0.5,battery cell assembly
3146,11ec4b2c889f2971,battery cell assembly,battery cell assemblies,H01,1.0,battery cell assembly
3147,fbfe99df8a10d5b6,battery cell assembly,battery cells are different,H01,0.5,battery cell assembly
3148,c9f88384b377b88b,battery cell assembly,battery module assembly,H01,0.75,battery cell assembly
3149,434dc4e25fa8833c,battery cell assembly,battery pack,H01,0.75,battery cell assembly
3150,0f15a1180da6358c,battery cell assembly,battery pack assemblies,H01,0.75,battery cell assembly
3151,b96b3537672d9c96,battery cell assembly,battery pack assembly,H01,0.75,battery cell assembly
3152,4ac8f5c9916ae252,battery cell assembly,bipolar battery cell,H01,0.5,battery cell assembly
3153,b31d43f11cc9b7ae,battery cell assembly,cell,H01,0.5,battery cell assembly
3154,c2bea0ff750edac1,battery cell assembly,cell address,H01,0.0,battery cell assembly
3155,3e29b502b0c4edc2,battery cell assembly,cell assemblies,H01,0.5,battery cell assembly
3156,1420315e08cc38a3,battery cell assembly,cell assembly,H01,0.5,battery cell assembly
3157,47cd74082e3d3ea0,battery cell assembly,cell body,H01,0.0,battery cell assembly
3158,96f0f54357fdd14f,battery cell assembly,cell division,H01,0.0,battery cell assembly
3159,df19c9c43d03a115,battery cell assembly,cell pack assembly,H01,0.5,battery cell assembly
3160,1a44692d07ff6ef6,battery cell assembly,cell reference,H01,0.0,battery cell assembly
3161,e45d077dce7cd6f3,battery cell assembly,charge carrier,H01,0.25,battery cell assembly
3162,71a61c7af0e187c3,battery cell assembly,charge storage,H01,0.25,battery cell assembly
3163,8ddcd14651fb7aae,battery cell assembly,current charger,H01,0.25,battery cell assembly
3164,0a085fefe4e34d76,battery cell assembly,current collector structure,H01,0.5,battery cell assembly
3165,66185c7eb286e5e5,battery cell assembly,electrochemical cell assembly,H01,0.5,battery cell assembly
3166,06aeb3820426a31a,battery cell assembly,flow cell assembly,H01,0.25,battery cell assembly
3167,c9ee381f0c4620a0,battery cell assembly,interconnected batteries,H01,0.5,battery cell assembly
3168,2062e6253fc2d67b,battery cell assembly,li ion uses,H01,0.25,battery cell assembly
3169,c134a19e0dc469cc,battery cell assembly,lithium battery pack,H01,0.5,battery cell assembly
3170,e21e8a1d66794848,battery cell assembly,lithium ion,H01,0.25,battery cell assembly
3171,9cabc957f24b5221,battery cell assembly,pharmaceutical composition,H01,0.0,battery cell assembly
3172,2536bd157ef70ad1,battery cell assembly,pharmaceutical compound,H01,0.0,battery cell assembly
3173,5c083b2af97f249d,battery cell assembly,plurality battery,H01,0.5,battery cell assembly
3174,92bc44b3f9ed05d1,battery cell assembly,power source,H01,0.5,battery cell assembly
3175,04b2f62222fffe61,battery cell assembly,solar cell,H01,0.5,battery cell assembly
3176,46181be452e5def6,battery cell assembly,solar cell assembly,H01,0.5,battery cell assembly
3177,5fe37fe378ff2002,battery cell assembly,voltage difference,H01,0.25,battery cell assembly
3178,331ed21143975293,battery heater,battery control,H01,0.5,battery heater
3179,e2e0459487aeda86,battery heater,battery cooler,H01,0.25,battery heater
3180,c6f45974ffe13169,battery heater,battery management,H01,0.5,battery heater
3181,74a9aa2a72cd82c0,battery heater,battery operated heater,H01,0.75,battery heater
3182,07e19fe5c871776c,battery heater,battery scooter,H01,0.0,battery heater
3183,03b31c33dad54223,battery heater,control,H01,0.25,battery heater
3184,aae9b6063310c34f,battery heater,cooling,H01,0.25,battery heater
3185,4de77681cf545599,battery heater,dc battery heater,H01,0.5,battery heater
3186,f44f09e1478c2717,battery heater,electricity supply,H01,0.25,battery heater
3187,81f94b1680b47a44,battery heater,heat trace system,H01,0.5,battery heater
3188,01e4ad8a3c13e452,battery heater,heater wire,H01,0.0,battery heater
3189,d039c1b43932fcb7,battery heater,heating,H01,0.5,battery heater
3190,3a084cd4a2950a28,battery heater,heating element,H01,0.5,battery heater
3191,238914cf72f95837,battery heater,heating purpose,H01,0.25,battery heater
3192,31379727566891f0,battery heater,house current,H01,0.25,battery heater
3193,92da62ad12dcdc09,battery heater,portable heater,H01,0.75,battery heater
3194,12c15859a08331de,battery heater,power storage source,H01,0.5,battery heater
3195,980b5ebcc014162c,battery heater,reverse osmosis,H01,0.0,battery heater
3196,3103b31e95353d4d,battery heater,room heater,H01,0.0,battery heater
3197,95e960a49191b237,battery heater,room temperature,H01,0.25,battery heater
3198,f432e4ff352d629e,battery heater,solar operated heating unit,H01,0.5,battery heater
3199,f6af8c14c0ffc689,battery heater,temperature control,H01,0.5,battery heater
3200,d44fb231c7f28617,battery heater,temperature management,H01,0.5,battery heater
3201,3e3864eec22fc0fa,battery heater,thermal power source,H01,0.5,battery heater
3202,73b71f253aaae05e,battery heater,vehicle battery,H01,0.25,battery heater
3203,6169f95bc712e7ee,battery heater,water heater,H01,0.0,battery heater
3204,aead4951d688ac0b,battery heater,water purification,H01,0.0,battery heater
3205,8fd6b9aa3b18c715,battery monitoring circuit,battery,G01,0.5,battery monitoring circuit
3206,502eb0fef17c5a3e,battery monitoring circuit,battery apparatus,G01,0.5,battery monitoring circuit
3207,0fc3dd59acdd8e0a,battery monitoring circuit,battery cells,G01,0.5,battery monitoring circuit
3208,ca0a1c06d7c7c83d,battery monitoring circuit,battery color,G01,0.0,battery monitoring circuit
3209,a64fcfc1532b04d2,battery monitoring circuit,battery condition monitor,G01,0.5,battery monitoring circuit
3210,d4e420f8fe79ee1f,battery monitoring circuit,battery device,G01,0.5,battery monitoring circuit
3211,a5d48b3362646974,battery monitoring circuit,battery module,G01,0.5,battery monitoring circuit
3212,0eb15961a24a5afb,battery monitoring circuit,battery modules,G01,0.5,battery monitoring circuit
3213,d74c77d827ab6d71,battery monitoring circuit,battery sensing circuit,G01,0.5,battery monitoring circuit
3214,7a96f70c12322833,battery monitoring circuit,battery shop,G01,0.0,battery monitoring circuit
3215,713b54ca9fc4ce2e,battery monitoring circuit,battery storage device,G01,0.5,battery monitoring circuit
3216,9158a551f8ef70b3,battery monitoring circuit,battery storage module,G01,0.5,battery monitoring circuit
3217,990a5430458f4b60,battery monitoring circuit,battery the cells,G01,0.0,battery monitoring circuit
3218,7b4bb0b1110fb185,battery monitoring circuit,battery torch,G01,0.0,battery monitoring circuit
3219,6683fe47057c4abd,battery monitoring circuit,battery university,G01,0.0,battery monitoring circuit
3220,370d37ff2d326072,battery monitoring circuit,car,G01,0.25,battery monitoring circuit
3221,c15d16ed4c71921d,battery monitoring circuit,cells,G01,0.25,battery monitoring circuit
3222,eec1fec826882323,battery monitoring circuit,charge control circuit,G01,0.5,battery monitoring circuit
3223,543af776de017597,battery monitoring circuit,circuit for monitoring a battery,G01,0.75,battery monitoring circuit
3224,590564493c599324,battery monitoring circuit,circuit theory,G01,0.0,battery monitoring circuit
3225,ca7146016b4f1bba,battery monitoring circuit,circuit training,G01,0.0,battery monitoring circuit
3226,025d8390d281920e,battery monitoring circuit,conventional battery management apparatus,G01,0.5,battery monitoring circuit
3227,24853da08dae896a,battery monitoring circuit,conventional battery management device,G01,0.5,battery monitoring circuit
3228,7d94e71b7f79004b,battery monitoring circuit,conventional battery measurement apparatus,G01,0.5,battery monitoring circuit
3229,3c71235f499809df,battery monitoring circuit,conventional battery measurement device,G01,0.5,battery monitoring circuit
3230,7b52b07cc7e4f029,battery monitoring circuit,conventional power management apparatus,G01,0.5,battery monitoring circuit
3231,e298ebc67c2e962a,battery monitoring circuit,conventional power management device,G01,0.5,battery monitoring circuit
3232,10762dd212569091,battery monitoring circuit,conventional power measurement apparatus,G01,0.5,battery monitoring circuit
3233,348fa2136729816d,battery monitoring circuit,conventional power measurement device,G01,0.5,battery monitoring circuit
3234,1cec451a78ed5601,battery monitoring circuit,corrosion detection,G01,0.25,battery monitoring circuit
3235,d7946e770224d2dc,battery monitoring circuit,current monitoring circuit,G01,0.5,battery monitoring circuit
3236,414fbc675397ca02,battery monitoring circuit,degraded battery capacity,G01,0.5,battery monitoring circuit
3237,938ad81c8b04b75c,battery monitoring circuit,electric vehicle,G01,0.25,battery monitoring circuit
3238,fbc1820129e40700,battery monitoring circuit,electrochemical apparatus,G01,0.5,battery monitoring circuit
3239,b006a4ca45287d6e,battery monitoring circuit,electrochemical battery apparatus,G01,0.5,battery monitoring circuit
3240,7554579c95ec37ea,battery monitoring circuit,electrochemical battery device,G01,0.5,battery monitoring circuit
3241,7faa3d2041ae91af,battery monitoring circuit,electrochemical device,G01,0.5,battery monitoring circuit
3242,7134f1cd577fd0e4,battery monitoring circuit,electrochemical storage apparatus,G01,0.5,battery monitoring circuit
3243,394faf5b72c75813,battery monitoring circuit,electrochemical storage device,G01,0.5,battery monitoring circuit
3244,be7bc359b787b78f,battery monitoring circuit,electronic device,G01,0.25,battery monitoring circuit
3245,476e0f84ab0b8325,battery monitoring circuit,fuel battery management apparatus,G01,0.5,battery monitoring circuit
3246,f258311cccc1bbb1,battery monitoring circuit,fuel battery management device,G01,0.5,battery monitoring circuit
3247,3d8d4dea371bc148,battery monitoring circuit,fuel battery measurement apparatus,G01,0.5,battery monitoring circuit
3248,0c6079128bea6094,battery monitoring circuit,fuel battery measurement device,G01,0.5,battery monitoring circuit
3249,68eb22de5eb42eaf,battery monitoring circuit,fuel power management apparatus,G01,0.5,battery monitoring circuit
3250,fcbb6a0a69b8e0ab,battery monitoring circuit,fuel power management device,G01,0.5,battery monitoring circuit
3251,9cdd4a3d0077280b,battery monitoring circuit,fuel power measurement apparatus,G01,0.5,battery monitoring circuit
3252,2a5357afab812a4e,battery monitoring circuit,fuel power measurement device,G01,0.5,battery monitoring circuit
3253,1013c845e48eea3c,battery monitoring circuit,microcomputer,G01,0.5,battery monitoring circuit
3254,36a98d512d95264a,battery monitoring circuit,microcomputer module,G01,0.5,battery monitoring circuit
3255,a4e393eca43aa966,battery monitoring circuit,microcomputer unit module,G01,0.5,battery monitoring circuit
3256,326051566b20306e,battery monitoring circuit,module,G01,0.25,battery monitoring circuit
3257,904e1868e646abc4,battery monitoring circuit,module microcomputer,G01,0.5,battery monitoring circuit
3258,543c27a3fd61cb8c,battery monitoring circuit,modules,G01,0.25,battery monitoring circuit
3259,beff0feff5b033c2,battery monitoring circuit,monitoring battery energy level,G01,0.5,battery monitoring circuit
3260,080b769195f39ba5,battery monitoring circuit,monitoring defects in structures,G01,0.25,battery monitoring circuit
3261,58531f15f77fbbda,battery monitoring circuit,monitoring region,G01,0.25,battery monitoring circuit
3262,69a94de4995032a5,battery monitoring circuit,power battery apparatus,G01,0.5,battery monitoring circuit
3263,728e7cfc0197c40d,battery monitoring circuit,power battery device,G01,0.5,battery monitoring circuit
3264,b576fdc7f5a607e1,battery monitoring circuit,power battery module,G01,0.5,battery monitoring circuit
3265,e63b3101ffbffcd6,battery monitoring circuit,power storage apparatus,G01,0.5,battery monitoring circuit
3266,ee5905334903e992,battery monitoring circuit,power storage device,G01,0.5,battery monitoring circuit
3267,8a5843685d04489c,battery monitoring circuit,power storage module,G01,0.5,battery monitoring circuit
3268,3fc6ac2bc02c3090,battery monitoring circuit,short life expectancy,G01,0.5,battery monitoring circuit
3269,059d8f53e409308d,battery monitoring circuit,signal monitoring circuit,G01,0.25,battery monitoring circuit
3270,d50976b4cbf04017,battery monitoring circuit,state monitoring circuit,G01,0.5,battery monitoring circuit
3271,30c5830078086807,battery monitoring circuit,storage battery,G01,0.5,battery monitoring circuit
3272,0d913b4c0251de4f,battery monitoring circuit,storage module,G01,0.5,battery monitoring circuit
3273,c2a9312ce2e91c19,battery monitoring circuit,voltage monitoring circuit,G01,0.5,battery monitoring circuit
3274,5347d8fcf309c7a0,battery monitoring circuit,voltage sensor,G01,0.5,battery monitoring circuit
3275,9b220d3005c79ff7,beam traveling direction,beam adjuster,H05,0.5,beam traveling direction
3276,f339e218b40fc9de,beam traveling direction,beam angle,H05,0.5,beam traveling direction
3277,379fcec58d27dd39,beam traveling direction,beam axis,H05,0.25,beam traveling direction
3278,0ae78b694fb631cc,beam traveling direction,beam bridge,H05,0.0,beam traveling direction
3279,d9b91b7b0367bddd,beam traveling direction,beam direction,H05,0.5,beam traveling direction
3280,dba83e94a8d9871d,beam traveling direction,beam incident position,H05,0.75,beam traveling direction
3281,3a73eecde970eb1e,beam traveling direction,beam load,H05,0.0,beam traveling direction
3282,ec5abed4a5e9959f,beam traveling direction,beam movement,H05,0.75,beam traveling direction
3283,10c3d76362b8d10e,beam traveling direction,beam moving direction,H05,0.75,beam traveling direction
3284,e98bfcfd5cdc8263,beam traveling direction,beam of angle,H05,0.25,beam traveling direction
3285,5c37557eeeb7836c,beam traveling direction,beam position,H05,0.75,beam traveling direction
3286,d15d30b8d6160a4c,beam traveling direction,beam proceeding direction,H05,0.75,beam traveling direction
3287,8997cbc7ec43b634,beam traveling direction,beam scanning,H05,0.25,beam traveling direction
3288,2c6ecba30f4770f9,beam traveling direction,beam size,H05,0.0,beam traveling direction
3289,03af7a67539cb988,beam traveling direction,beam traveling,H05,0.5,beam traveling direction
3290,07d33238051285ca,beam traveling direction,beam traveling in predetermined direction,H05,0.5,beam traveling direction
3291,c4900ca52d6f333a,beam traveling direction,beam traveling path,H05,0.75,beam traveling direction
3292,44be8727cd7cebf8,beam traveling direction,beam travelling way,H05,0.75,beam traveling direction
3293,154ac7ed55e2f45f,beam traveling direction,change beam direction,H05,0.5,beam traveling direction
3294,1f6a15cf6c514a73,beam traveling direction,change traveling direction,H05,0.5,beam traveling direction
3295,ba32b7848c3cd4c2,beam traveling direction,circle,H05,0.0,beam traveling direction
3296,ad5262cc95df9c17,beam traveling direction,circle direction,H05,0.25,beam traveling direction
3297,a6e3652a7cc6bc13,beam traveling direction,circumferential direction,H05,0.25,beam traveling direction
3298,dfd2950254a7dd61,beam traveling direction,circumferential order,H05,0.25,beam traveling direction
3299,fd83613b7843f5e1,beam traveling direction,concrete beam,H05,0.0,beam traveling direction
3300,b30472067b2c78bd,beam traveling direction,driving,H05,0.0,beam traveling direction
3301,9f27e3ebfce76ada,beam traveling direction,driving of beam,H05,0.25,beam traveling direction
3302,d4423055bfaf51e8,beam traveling direction,driving of the beam,H05,0.25,beam traveling direction
3303,c2dbaaedd050e0ff,beam traveling direction,driving the beam,H05,0.25,beam traveling direction
3304,6827e7a9e6f7da80,beam traveling direction,incidence optical axis,H05,0.25,beam traveling direction
3305,15f414f0b7fd9259,beam traveling direction,light beam direction,H05,0.5,beam traveling direction
3306,2da126f1e538fd55,beam traveling direction,optical angle,H05,0.5,beam traveling direction
3307,65f3dcda5a41dce0,beam traveling direction,optical position,H05,0.25,beam traveling direction
3308,c163fed8951756b5,beam traveling direction,position adjuster,H05,0.25,beam traveling direction
3309,f94726a86010c6f0,beam traveling direction,position adjuster the beam,H05,0.5,beam traveling direction
3310,cda7d1a16f6d71d0,beam traveling direction,position of beam,H05,0.25,beam traveling direction
3311,3927bcc0558da694,beam traveling direction,position of the beam,H05,0.25,beam traveling direction
3312,a7721f80954fa831,beam traveling direction,position the beam,H05,0.25,beam traveling direction
3313,6a1942d2e80f00d2,beam traveling direction,predetermined,H05,0.0,beam traveling direction
3314,eac04bb06ba6dc51,beam traveling direction,predetermined angle,H05,0.25,beam traveling direction
3315,fe282eb39f045c9c,beam traveling direction,predetermined direction,H05,0.25,beam traveling direction
3316,3a421346d9896c94,beam traveling direction,predetermined of direction,H05,0.25,beam traveling direction
3317,2fb2da97a37f130d,beam traveling direction,predetermined order,H05,0.25,beam traveling direction
3318,6389a11bc83f9ab5,beam traveling direction,predetermined path,H05,0.25,beam traveling direction
3319,c8f4ac6e1c3f2b3f,beam traveling direction,receive beam direction,H05,0.5,beam traveling direction
3320,bbc14bc90f9db836,beam traveling direction,scanning direction,H05,0.25,beam traveling direction
3321,a16aa8555e64af74,beam traveling direction,scanning path,H05,0.25,beam traveling direction
3322,51ab3848d188240d,beam traveling direction,symmetric directions,H05,0.25,beam traveling direction
3323,e8ca313c36023aae,beam traveling direction,trajectory,H05,0.25,beam traveling direction
3324,35d4a3eb78b60b66,beam traveling direction,trajectory direction,H05,0.5,beam traveling direction
3325,1ae1c9d2de7e2935,beam traveling direction,travel log,H05,0.0,beam traveling direction
3326,08f03d9b2e306a5b,beam traveling direction,traveling beam,H05,0.5,beam traveling direction
3327,b81f75e23d1835e0,beam traveling direction,traveling direction,H05,0.5,beam traveling direction
3328,408dc845e8f129f5,belt shifting,baffle,D01,0.25,belt shifting
3329,622b41c1d5e1f992,belt shifting,band shift,D01,0.5,belt shifting
3330,ae5f23ef055c9e69,belt shifting,belt,D01,0.5,belt shifting
3331,864b239265d82534,belt shifting,belt adjusting,D01,0.75,belt shifting
3332,17f1d5ca39684f08,belt shifting,belt bag,D01,0.0,belt shifting
3333,f40063ecfc335d4f,belt shifting,belt shifting apparatus,D01,0.5,belt shifting
3334,1ef6f8f14f0aeea8,belt shifting,belt shifting arrangement,D01,0.5,belt shifting
3335,2d50096a2ef4fd0c,belt shifting,belt shifting device,D01,0.5,belt shifting
3336,062b43c652f3997a,belt shifting,belt shifting mechanism,D01,0.5,belt shifting
3337,be76bcfca3b568b5,belt shifting,communication,D01,0.0,belt shifting
3338,29687616eb28a770,belt shifting,displace,D01,0.25,belt shifting
3339,af5b4d8a49104f37,belt shifting,electron shifting,D01,0.0,belt shifting
3340,7bb4cb756557739b,belt shifting,fibers,D01,0.25,belt shifting
3341,557155aeb55b69f2,belt shifting,machine,D01,0.25,belt shifting
3342,7fbcf9fcf85bd7a2,belt shifting,paradigm shift,D01,0.0,belt shifting
3343,8c0b4aadbf164c3d,belt shifting,primary adjusting,D01,0.25,belt shifting
3344,d9ee044917bdabf6,belt shifting,primary belt shifting,D01,0.5,belt shifting
3345,d3212203c067f560,belt shifting,primary shifting,D01,0.5,belt shifting
3346,cb0924fa3a69c85d,belt shifting,rope shifting,D01,0.5,belt shifting
3347,4d0e974c566c5ee1,belt shifting,shift dress,D01,0.0,belt shifting
3348,00c94c9d70718c46,belt shifting,shifting,D01,0.25,belt shifting
3349,e11161608017b817,belt shifting,shifting cultivation,D01,0.0,belt shifting
3350,2e1a3df563f75bd6,belt shifting,strap shifting,D01,0.75,belt shifting
3351,dc292bee0ed278ba,belt shifting,textile,D01,0.25,belt shifting
3352,0b376b30638454f9,belt shifting,baffle,D06,0.25,belt shifting
3353,25d826111ac2d941,belt shifting,band shift,D06,0.5,belt shifting
3354,72000da0026822ca,belt shifting,belt,D06,0.5,belt shifting
3355,4f63b051a5f107e1,belt shifting,belt bag,D06,0.0,belt shifting
3356,2b476e0af28051f7,belt shifting,belt shifter,D06,0.5,belt shifting
3357,53ea158ad81c64bf,belt shifting,belt shifting device,D06,0.5,belt shifting
3358,48c0cf29ea818a7e,belt shifting,belt shifting mechanism,D06,0.5,belt shifting
3359,861bf244c3a26e3f,belt shifting,conveyor belt,D06,0.25,belt shifting
3360,4bd8b34d2aebd819,belt shifting,electron shift,D06,0.0,belt shifting
3361,38329a01fd772a19,belt shifting,gear shifting,D06,0.25,belt shifting
3362,e8515f4ac640259c,belt shifting,machine,D06,0.25,belt shifting
3363,679114ebd0330f01,belt shifting,mobile device,D06,0.0,belt shifting
3364,f46d39684a383882,belt shifting,paradigm shift,D06,0.0,belt shifting
3365,5754f31b4d5f4485,belt shifting,rope shifting,D06,0.5,belt shifting
3366,a99cbff989ad66e1,belt shifting,sewing machines,D06,0.25,belt shifting
3367,830b65e0ca432e27,belt shifting,shift,D06,0.25,belt shifting
3368,45f653ef9b923e8d,belt shifting,shift dress,D06,0.0,belt shifting
3369,835b093e036acf80,belt shifting,shifting,D06,0.25,belt shifting
3370,f396d952970fff4a,belt shifting,shifting cultivation,D06,0.0,belt shifting
3371,90c35fc840aee91a,belt shifting,strap shifting,D06,0.75,belt shifting
3372,45e388521afc5d0a,belt shifting,textile,D06,0.25,belt shifting
3373,af851ec0b6f27e65,belt shifting,washing machines,D06,0.25,belt shifting
3374,cb860f9ba522a0e8,belt shifting,gear,F16,0.25,belt shifting
3375,3e34b82e6890f6ed,belt shifting,belt shift,G11,1.0,belt shifting
3376,db3d7cf83164acac,belt shifting,belt shifter,G11,1.0,belt shifting
3377,16339b40921607d9,belt shifting,respective belt shift,G11,0.75,belt shifting
3378,e7f795dd6b999045,belt shifting,respective belt shifting,G11,0.75,belt shifting
3379,b83333682364a641,belt shifting,respective shifting,G11,0.5,belt shifting
3380,98fd464cb982bd51,belt shifting,shifting,G11,0.5,belt shifting
3381,9ae592570d1db42b,biocytin,amide formed from the vitamin,A61,0.5,biocytin
3382,f389ee5cfe217fa8,biocytin,amino acid l lysine,A61,0.5,biocytin
3383,5d895e2739adfc15,biocytin,bioavailability,A61,0.0,biocytin
3384,0fef2d3d226f0fac,biocytin,biocytin hydrazide,A61,0.5,biocytin
3385,e25a8a493cc1efcb,biocytin,biocytin staining,A61,0.5,biocytin
3386,2cdddb8eb691136f,biocytin,biodegradable,A61,0.0,biocytin
3387,90a4701a0c0d0dad,biocytin,biodiversity,A61,0.0,biocytin
3388,172c6d03dcac521e,biocytin,biology,A61,0.0,biocytin
3389,0ee5b1ec52f75706,biocytin,biomass,A61,0.0,biocytin
3390,e7c4615f3025662b,biocytin,biomolecule,A61,0.25,biocytin
3391,520524c41fcba350,biocytin,biosphere,A61,0.0,biocytin
3392,26efd88f3a5e8301,biocytin,biotin,A61,0.5,biocytin
3393,6d962d8d5c263875,biocytin,chemical,A61,0.25,biocytin
3394,3c1ffa8e83223040,biocytin,chemical compound,A61,0.5,biocytin
3395,2218fb582854315a,biocytin,composition,A61,0.25,biocytin
3396,d1a68e621a0672a9,biocytin,compound,A61,0.25,biocytin
3397,f163082b358c73ba,biocytin,histological stain,A61,0.25,biocytin
3398,c9284e3c65904502,biocytin,intracellular labeling,A61,0.5,biocytin
3399,c904e762044d123a,biocytin,labeled,A61,0.25,biocytin
3400,39ae3de62b9c05cc,biocytin,labelled,A61,0.25,biocytin
3401,ddf8be19407991e2,biocytin,vitamin biotin,A61,0.5,biocytin
3402,553f62d5a2cb0f8f,biocytin,2s 6 5 3as4s6ar 2 oxo 133a466a hexahydrothieno34 dimidazol 4 ylpentanoylamino 2 azaniumylhexanoate,C07,0.75,biocytin
3403,d011959eb61b6cf1,biocytin,amino acid,C07,0.25,biocytin
3404,7ec2e739d37139d5,biocytin,atp,C07,0.25,biocytin
3405,84b68866b8aed08c,biocytin,atp binding,C07,0.25,biocytin
3406,7d130963f3fd6a4f,biocytin,avidin,C07,0.5,biocytin
3407,943be7a201316b55,biocytin,avidin binding,C07,0.5,biocytin
3408,f10e46472a41ff1d,biocytin,avidin luminescence,C07,0.25,biocytin
3409,901d2394db181212,biocytin,biography,C07,0.0,biocytin
3410,bde16c87b7778535,biocytin,biotin l lysine conjugate,C07,0.75,biocytin
3411,f0ffdbd3dc3912c6,biocytin,biotin metabolite,C07,0.5,biocytin
3412,38a286b2951b2a1f,biocytin,biotinidase,C07,0.5,biocytin
3413,ca14311b1c74b1be,biocytin,biotinidase deficiency,C07,0.25,biocytin
3414,1b3854ddf262249a,biocytin,biotinyl l lysine,C07,0.75,biocytin
3415,30ce3cb2ecfccddc,biocytin,blood stain,C07,0.0,biocytin
3416,8985ace0d386ef27,biocytin,chemical compound,C07,0.25,biocytin
3417,03e27a2012894df4,biocytin,clothing stain,C07,0.0,biocytin
3418,2e3106665b303fad,biocytin,histological stain,C07,0.5,biocytin
3419,c9bc63ffeeab07f1,biocytin,lysine biotin adduct,C07,0.75,biocytin
3420,4c4a76e0797cb906,biocytin,microchips,C07,0.0,biocytin
3421,fd0310c2df1b839a,biocytin,stain less steel,C07,0.0,biocytin
3422,4197a5505bb836b0,biocytin,stained clothes,C07,0.0,biocytin
3423,e419e353f79779da,biocytin,vitamin,C07,0.25,biocytin
3424,6727b9a87f75e0a3,biocytin,biotin,C12,0.5,biocytin
3425,999849c16ef0c69b,biomimetic,artificial,B25,0.5,biomimetic
3426,229ca36d41077f4d,biomimetic,automobile rim hammer,B25,0.25,biomimetic
3427,e614bc8574de2aa8,biomimetic,biological,B25,0.0,biomimetic
3428,82fbb2dd886aeade,biomimetic,biomimetic,B25,1.0,biomimetic
3429,291ad4d6b0d96ddb,biomimetic,biomimetic compounds,B25,0.5,biomimetic
3430,cd7138a0e5a7f26b,biomimetic,biomimetic design sustainable,B25,0.0,biomimetic
3431,3c56211e59758244,biomimetic,biomimetic prosthetics,B25,0.5,biomimetic
3432,eacb17bf729ec9a3,biomimetic,biomimetic robotic device,B25,0.5,biomimetic
3433,7c849a74e2fc8011,biomimetic,biomimetic technology in skincare,B25,0.0,biomimetic
